Blender 4.2.16 LTS (hash 39502cae951c built 2025-11-18 01:34:37)
Read blend: "D:\workspace\python-workspace\Tower\main.blend"
Warning: File written by newer Blender binary (405.91), expect loss of data!
Fra:1 Mem:11.54M (Peak 11.54M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | block_0
Fra:1 Mem:11.54M (Peak 11.54M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Initializing
Fra:1 Mem:11.01M (Peak 11.54M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Waiting for render to start
Fra:1 Mem:11.01M (Peak 11.54M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Loading render kernels (may take a few minutes the first time)
Fra:1 Mem:11.01M (Peak 39.40M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Scene
Fra:1 Mem:11.01M (Peak 39.40M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Shaders
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Procedurals
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Background
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Camera
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Meshes Flags
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Objects
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Objects | Copying Transformations to device
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Objects | Applying Static Transformations
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Particle Systems
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Particle Systems | Copying Particles to device
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Meshes
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Mesh | Computing attributes
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.08 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.08 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Scene BVH | Building
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.08 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Scene BVH | Building BVH
Fra:1 Mem:11.11M (Peak 39.40M) | Time:00:00.08 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Scene BVH | Packing BVH triangles and strands
Fra:1 Mem:11.11M (Peak 39.40M) | Time:00:00.08 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Scene BVH | Packing BVH nodes
Fra:1 Mem:11.11M (Peak 39.40M) | Time:00:00.08 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:11.11M (Peak 39.40M) | Time:00:00.08 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Mesh | Computing normals
Fra:1 Mem:11.11M (Peak 39.40M) | Time:00:00.08 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:11.11M (Peak 39.40M) | Time:00:00.08 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Objects Flags
Fra:1 Mem:11.11M (Peak 39.40M) | Time:00:00.08 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Primitive Offsets
Fra:1 Mem:11.11M (Peak 39.40M) | Time:00:00.08 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Images
Fra:1 Mem:11.11M (Peak 39.40M) | Time:00:00.08 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Images | Loading wood.png
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.12 | Mem:6.02M, Peak:6.02M | Scene, ViewLayer | Updating Camera Volume
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.12 | Mem:6.02M, Peak:6.02M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.12 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Updating Lights
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.12 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Updating Lights | Computing tree
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.12 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Updating Integrator
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.12 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Updating Film
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.12 | Mem:6.02M, Peak:6.10M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.12 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Updating Baking
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.12 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Updating Device | Writing constant memory
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.12 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Loading denoising kernels (may take a few minutes the first time)
Fra:1 Mem:21.13M (Peak 39.40M) | Time:00:00.13 | Mem:350.10M, Peak:350.10M | Scene, ViewLayer | Sample 0/32
Fra:1 Mem:25.89M (Peak 39.40M) | Time:00:00.13 | Remaining:00:00.14 | Mem:354.87M, Peak:354.87M | Scene, ViewLayer | Sample 1/32
Fra:1 Mem:27.89M (Peak 39.40M) | Time:00:01.14 | Mem:354.87M, Peak:354.87M | Scene, ViewLayer | Sample 32/32
Fra:1 Mem:27.89M (Peak 39.40M) | Time:00:01.14 | Mem:354.87M, Peak:354.87M | Scene, ViewLayer | Finished
Saved: 'C:\Users\admin\AppData\Local\Temp\tmpeearl9sk.png'
Time: 00:01.18 (Saving: 00:00.01)

Fra:1 Mem:11.53M (Peak 11.53M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | block_6
Fra:1 Mem:11.53M (Peak 11.53M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | block_1
Fra:1 Mem:11.53M (Peak 11.53M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | block_0
Fra:1 Mem:11.53M (Peak 11.53M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | WoodGround
Fra:1 Mem:11.54M (Peak 11.54M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Initializing
Fra:1 Mem:11.01M (Peak 11.54M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Waiting for render to start
Fra:1 Mem:11.01M (Peak 11.54M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Loading render kernels (may take a few minutes the first time)
Fra:1 Mem:11.01M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Scene
Fra:1 Mem:11.01M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Shaders
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Procedurals
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Background
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Camera
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Meshes Flags
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Objects
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Objects | Copying Transformations to device
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Objects | Applying Static Transformations
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Particle Systems
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Particle Systems | Copying Particles to device
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Meshes
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Mesh | Computing attributes
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Scene BVH | Building
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Scene BVH | Building BVH
Fra:1 Mem:11.11M (Peak 39.40M) | Time:00:00.07 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Scene BVH | Packing BVH triangles and strands
Fra:1 Mem:11.11M (Peak 39.40M) | Time:00:00.07 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Scene BVH | Packing BVH nodes
Fra:1 Mem:11.11M (Peak 39.40M) | Time:00:00.07 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:11.11M (Peak 39.40M) | Time:00:00.07 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Mesh | Computing normals
Fra:1 Mem:11.12M (Peak 39.40M) | Time:00:00.07 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:11.12M (Peak 39.40M) | Time:00:00.07 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Objects Flags
Fra:1 Mem:11.12M (Peak 39.40M) | Time:00:00.07 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Primitive Offsets
Fra:1 Mem:11.12M (Peak 39.40M) | Time:00:00.07 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Images
Fra:1 Mem:11.12M (Peak 39.40M) | Time:00:00.07 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Images | Loading wood.png
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.11 | Mem:6.02M, Peak:6.02M | Scene, ViewLayer | Updating Camera Volume
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.11 | Mem:6.02M, Peak:6.02M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.11 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Updating Lights
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.11 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Updating Lights | Computing tree
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.11 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Updating Integrator
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.11 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Updating Film
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.11 | Mem:6.02M, Peak:6.10M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.11 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Updating Baking
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.11 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Updating Device | Writing constant memory
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.11 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Loading denoising kernels (may take a few minutes the first time)
Fra:1 Mem:21.14M (Peak 39.40M) | Time:00:00.12 | Mem:350.10M, Peak:350.10M | Scene, ViewLayer | Sample 0/32
Fra:1 Mem:25.89M (Peak 39.40M) | Time:00:00.13 | Remaining:00:00.11 | Mem:354.87M, Peak:354.87M | Scene, ViewLayer | Sample 1/32
Fra:1 Mem:27.89M (Peak 39.40M) | Time:00:01.20 | Mem:354.87M, Peak:354.87M | Scene, ViewLayer | Sample 32/32
Fra:1 Mem:27.89M (Peak 39.40M) | Time:00:01.20 | Mem:354.87M, Peak:354.87M | Scene, ViewLayer | Finished
Saved: 'C:\Users\admin\AppData\Local\Temp\tmp6k1z_kq3.png'
Time: 00:01.34 (Saving: 00:00.02)

Fra:1 Mem:11.53M (Peak 11.53M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | WoodGround
Fra:1 Mem:11.54M (Peak 11.54M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | block_0
Fra:1 Mem:11.54M (Peak 11.54M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | block_1
Fra:1 Mem:11.55M (Peak 11.55M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Initializing
Fra:1 Mem:11.01M (Peak 11.55M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Waiting for render to start
Fra:1 Mem:11.02M (Peak 11.55M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Loading render kernels (may take a few minutes the first time)
Fra:1 Mem:11.02M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Scene
Fra:1 Mem:11.02M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Shaders
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Procedurals
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Background
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Camera
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Meshes Flags
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Objects
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Objects | Copying Transformations to device
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Objects | Applying Static Transformations
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Particle Systems
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Particle Systems | Copying Particles to device
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Meshes
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Mesh | Computing attributes
Fra:1 Mem:11.11M (Peak 39.40M) | Time:00:00.07 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:11.11M (Peak 39.40M) | Time:00:00.07 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Scene BVH | Building
Fra:1 Mem:11.11M (Peak 39.40M) | Time:00:00.07 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Scene BVH | Building BVH
Fra:1 Mem:11.11M (Peak 39.40M) | Time:00:00.07 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Scene BVH | Packing BVH triangles and strands
Fra:1 Mem:11.11M (Peak 39.40M) | Time:00:00.07 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Scene BVH | Packing BVH nodes
Fra:1 Mem:11.11M (Peak 39.40M) | Time:00:00.07 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:11.11M (Peak 39.40M) | Time:00:00.07 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Mesh | Computing normals
Fra:1 Mem:11.12M (Peak 39.40M) | Time:00:00.07 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:11.12M (Peak 39.40M) | Time:00:00.07 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Objects Flags
Fra:1 Mem:11.12M (Peak 39.40M) | Time:00:00.07 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Primitive Offsets
Fra:1 Mem:11.12M (Peak 39.40M) | Time:00:00.07 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Images
Fra:1 Mem:11.12M (Peak 39.40M) | Time:00:00.07 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Images | Loading wood.png
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.11 | Mem:6.02M, Peak:6.02M | Scene, ViewLayer | Updating Camera Volume
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.11 | Mem:6.02M, Peak:6.02M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.11 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Updating Lights
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.11 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Updating Lights | Computing tree
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.11 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Updating Integrator
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.11 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Updating Film
Fra:1 Mem:17.14M (Peak 39.40M) | Time:00:00.11 | Mem:6.02M, Peak:6.10M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:17.14M (Peak 39.40M) | Time:00:00.11 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Updating Baking
Fra:1 Mem:17.14M (Peak 39.40M) | Time:00:00.11 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Updating Device | Writing constant memory
Fra:1 Mem:17.14M (Peak 39.40M) | Time:00:00.11 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Loading denoising kernels (may take a few minutes the first time)
Fra:1 Mem:21.14M (Peak 39.40M) | Time:00:00.12 | Mem:350.10M, Peak:350.10M | Scene, ViewLayer | Sample 0/32
Fra:1 Mem:25.89M (Peak 39.40M) | Time:00:00.13 | Remaining:00:00.11 | Mem:354.87M, Peak:354.87M | Scene, ViewLayer | Sample 1/32
Fra:1 Mem:27.90M (Peak 39.40M) | Time:00:01.03 | Mem:354.87M, Peak:354.87M | Scene, ViewLayer | Sample 32/32
Fra:1 Mem:27.90M (Peak 39.40M) | Time:00:01.03 | Mem:354.87M, Peak:354.87M | Scene, ViewLayer | Finished
Saved: 'C:\Users\admin\AppData\Local\Temp\tmpnxrgpgw7.png'
Time: 00:01.07 (Saving: 00:00.01)

Fra:1 Mem:11.53M (Peak 11.53M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | block_6
Fra:1 Mem:11.53M (Peak 11.53M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | block_1
Fra:1 Mem:11.54M (Peak 11.54M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | block_0
Fra:1 Mem:11.54M (Peak 11.54M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | WoodGround
Fra:1 Mem:11.55M (Peak 11.55M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Initializing
Fra:1 Mem:11.02M (Peak 11.55M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Waiting for render to start
Fra:1 Mem:11.02M (Peak 11.55M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Loading render kernels (may take a few minutes the first time)
Fra:1 Mem:11.02M (Peak 39.40M) | Time:00:00.19 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Scene
Fra:1 Mem:11.02M (Peak 39.40M) | Time:00:00.19 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Shaders
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Procedurals
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Background
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Camera
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Meshes Flags
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Objects
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Objects | Copying Transformations to device
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Objects | Applying Static Transformations
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Particle Systems
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Particle Systems | Copying Particles to device
Fra:1 Mem:11.10M (Peak 39.40M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Meshes
Fra:1 Mem:11.11M (Peak 39.40M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Mesh | Computing attributes
Fra:1 Mem:11.11M (Peak 39.40M) | Time:00:00.20 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:11.11M (Peak 39.40M) | Time:00:00.20 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Scene BVH | Building
Fra:1 Mem:11.11M (Peak 39.40M) | Time:00:00.20 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Scene BVH | Building BVH
Fra:1 Mem:11.12M (Peak 39.40M) | Time:00:00.20 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Scene BVH | Packing BVH triangles and strands
Fra:1 Mem:11.12M (Peak 39.40M) | Time:00:00.20 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Scene BVH | Packing BVH nodes
Fra:1 Mem:11.12M (Peak 39.40M) | Time:00:00.20 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:11.12M (Peak 39.40M) | Time:00:00.20 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Mesh | Computing normals
Fra:1 Mem:11.12M (Peak 39.40M) | Time:00:00.20 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:11.12M (Peak 39.40M) | Time:00:00.21 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Objects Flags
Fra:1 Mem:11.12M (Peak 39.40M) | Time:00:00.21 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Primitive Offsets
Fra:1 Mem:11.12M (Peak 39.40M) | Time:00:00.21 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Images
Fra:1 Mem:11.12M (Peak 39.40M) | Time:00:00.21 | Mem:0.02M, Peak:0.02M | Scene, ViewLayer | Updating Images | Loading wood.png
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.28 | Mem:6.02M, Peak:6.02M | Scene, ViewLayer | Updating Camera Volume
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.28 | Mem:6.02M, Peak:6.02M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.28 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Updating Lights
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.28 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Updating Lights | Computing tree
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.28 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Updating Integrator
Fra:1 Mem:17.13M (Peak 39.40M) | Time:00:00.28 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Updating Film
Fra:1 Mem:17.14M (Peak 39.40M) | Time:00:00.28 | Mem:6.02M, Peak:6.10M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:17.14M (Peak 39.40M) | Time:00:00.28 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Updating Baking
Fra:1 Mem:17.14M (Peak 39.40M) | Time:00:00.28 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Updating Device | Writing constant memory
Fra:1 Mem:17.14M (Peak 39.40M) | Time:00:00.28 | Mem:6.10M, Peak:6.10M | Scene, ViewLayer | Loading denoising kernels (may take a few minutes the first time)
Fra:1 Mem:21.14M (Peak 39.40M) | Time:00:00.33 | Mem:350.10M, Peak:350.10M | Scene, ViewLayer | Sample 0/32
Fra:1 Mem:25.89M (Peak 39.40M) | Time:00:00.34 | Remaining:00:00.28 | Mem:354.87M, Peak:354.87M | Scene, ViewLayer | Sample 1/32
Fra:1 Mem:27.90M (Peak 39.40M) | Time:00:01.55 | Mem:354.87M, Peak:354.87M | Scene, ViewLayer | Sample 32/32
Fra:1 Mem:27.90M (Peak 39.40M) | Time:00:01.55 | Mem:354.87M, Peak:354.87M | Scene, ViewLayer | Finished
